,,,under tree,under tree,under tree,under tree,open,open,open,open,open,open,,,,,
,,DEPTHS( cm),5,5,10,20,5,10,20,70,100,130,,,,,
Year,DOY,precip (mm),vol soil moisture,vol soil moisture,vol soil moisture,vol soil moisture,vol soil moisture,vol soil moisture,vol soil moisture,vol soil moisture,vol soil moisture,vol soil moisture,averageShallow,averageDeep,shallowMinusDeep,maxAirTemp,minAirTemp
2015,285,0,0.055759446,0.044420254,0.051693796,0.039025442,0.043391379,0.040368121,0.085587764,0.092223469,0.089298605,0.064186269,0.051463743,0.081902781,-0.030439038,30.5,19.51
2015,286,0,0.053084588,0.043605279,0.050655112,0.038671348,0.041017573,0.038005946,0.084930314,0.090614543,0.088183813,0.063746274,0.049995737,0.08084821,-0.030852473,31.39,17.45
2015,287,0,0.050648657,0.042821346,0.049549302,0.038252012,0.039305846,0.036211105,0.084171638,0.089062113,0.086796365,0.063306765,0.048708558,0.079721748,-0.03101319,32.27,17.7
2015,288,0.508,0.048868664,0.042435611,0.04859886,0.038083643,0.040612567,0.036676863,0.0834532,0.087843417,0.085717762,0.063010985,0.048389915,0.078857388,-0.030467473,27.39,18.6
2015,289,6.604,0.048611047,0.042297289,0.047952369,0.038248424,0.05045167,0.04571379,0.083249331,0.086576437,0.084528896,0.062801929,0.050931989,0.077969088,-0.027037099,29.76,16.6
2015,290,12.192,0.057732817,0.050612386,0.052187484,0.039790381,0.090481342,0.092785303,0.088792179,0.085507705,0.083440608,0.06255461,0.067483127,0.077167641,-0.009684514,27.96,16.06
2015,291,0.254,0.08650426,0.096762756,0.087028768,0.054438446,0.09897382,0.107726463,0.139934465,0.084714672,0.082428079,0.062388221,0.095909854,0.076510324,0.01939953,28.67,15.45
2015,292,0,0.080078049,0.077896857,0.079901908,0.049866814,0.091797258,0.096833688,0.132131782,0.08397613,0.08163395,0.062269844,0.086929479,0.075959974,0.010969505,27.88,17.03
2015,293,3.81,0.077361129,0.065663277,0.072103029,0.047129428,0.087511118,0.090470276,0.126016538,0.083271674,0.080999806,0.062053236,0.080893542,0.075441572,0.00545197,24.27,12.11
2015,294,6.858,0.097564994,0.106045735,0.091310838,0.051274509,0.105413103,0.114416373,0.148340391,0.082944901,0.08053548,0.061975342,0.102052278,0.075151908,0.02690037,19.66,10.1
2015,295,0,0.094762737,0.099902278,0.095409756,0.054113458,0.099689826,0.106231872,0.14617828,0.082583714,0.079962268,0.061952424,0.099469744,0.074832802,0.024636942,21.38,8.89
2015,296,0,0.090982587,0.085207876,0.088590635,0.051512383,0.094569227,0.099114194,0.139512066,0.082142355,0.079305363,0.061853103,0.092784138,0.074433607,0.018350531,23.12,10.38
2015,297,0,0.087368239,0.072216781,0.080354628,0.049023052,0.089198748,0.091891015,0.134272156,0.08156676,0.078525397,0.061687092,0.086332088,0.073926416,0.012405672,27.54,14.16
2015,298,0,0.084012935,0.062879861,0.072708206,0.047106568,0.082777571,0.083443012,0.129210906,0.080995279,0.077810447,0.061503056,0.08030558,0.073436261,0.006869319,27.82,17.73
2015,299,0,0.081098401,0.05807619,0.067485307,0.045823911,0.077730053,0.076390214,0.124536715,0.080667574,0.077057441,0.061411755,0.075877256,0.07304559,0.002831666,27.92,15.14
2015,300,0,0.078511007,0.05482296,0.063595622,0.044652412,0.073890753,0.071169431,0.120698788,0.080118071,0.076396214,0.061287015,0.072477282,0.072600433,-0.000123152,26.8,13.05
2015,301,0,0.076339528,0.052567785,0.060578699,0.043700561,0.070706424,0.067102336,0.117339485,0.079593973,0.075825078,0.061200539,0.069762117,0.07220653,-0.002444413,26.53,13.41
2015,302,1.016,0.074704321,0.051096637,0.058538766,0.042916842,0.068147466,0.064342599,0.114364392,0.079197866,0.075208931,0.061046901,0.067730146,0.0718179,-0.004087754,24.06,11.02
2015,303,6.604,0.087034476,0.050943645,0.057543597,0.042653037,0.097927078,0.101080265,0.116390785,0.079074346,0.074840214,0.060950697,0.079081841,0.071621752,0.007460088,14.99,9.53
2015,304,0.254,0.083271137,0.050993225,0.057309376,0.042766601,0.097954615,0.104445997,0.126659055,0.078720786,0.074449321,0.060838206,0.080485715,0.071336105,0.00914961,21.03,7.557
2015,305,0,0.078947967,0.050250652,0.0566665,0.042474494,0.092312771,0.097336806,0.126950811,0.07832814,0.073907405,0.060772971,0.077848572,0.071002839,0.006845733,25.19,9.16
2015,306,0,0.075953632,0.04931727,0.055738941,0.042004165,0.086934879,0.090384995,0.124482127,0.077908609,0.073277078,0.060692446,0.074973716,0.070626044,0.004347671,27.78,10.9
2015,307,0,0.073762051,0.048450489,0.054808364,0.041539517,0.08110822,0.082641968,0.121319527,0.077455568,0.072579875,0.060601116,0.071947163,0.070212186,0.001734976,23.58,15.76
2015,308,2.286,0.072707425,0.048493448,0.054266506,0.041240317,0.088488093,0.089944095,0.118616349,0.07725616,0.072051706,0.060472585,0.073393748,0.069926817,0.003466931,16.92,8.29
2015,309,0,0.071698608,0.048411269,0.053813839,0.041211606,0.085230746,0.086926897,0.11798943,0.077062987,0.071753971,0.060461378,0.072183199,0.069759445,0.002423754,17.21,4.911
2015,310,0,0.070546269,0.048052505,0.053374674,0.040941221,0.080382044,0.080970139,0.117337262,0.076756356,0.071292352,0.060424847,0.070229159,0.069491185,0.000737974,19.12,3.138
2015,311,0,0.069531284,0.047673038,0.052966981,0.040678252,0.069037313,0.076020898,0.115406285,0.076412944,0.070778885,0.060353615,0.067330579,0.069181814,-0.001851236,26.05,5.43
2015,312,0,0.067995086,0.046890194,0.052424912,0.040306268,0.065488522,0.071852682,0.113665683,0.076083658,0.070124342,0.060254114,0.065517621,0.068820705,-0.003303084,25.11,11.56
2015,313,0,0.066218253,0.046426784,0.051833692,0.039859577,0.063286568,0.068289095,0.11163514,0.075791407,0.06963724,0.060148231,0.063935587,0.068525626,-0.004590039,24.34,9.97
2015,314,0,0.064298622,0.04611585,0.051417136,0.039619945,0.061303743,0.065409702,0.10968511,0.07569115,0.069339398,0.060083239,0.062550015,0.068371263,-0.005821247,20.9,6.84
2015,315,0,0.062307335,0.045905109,0.051042928,0.039565887,0.06011286,0.063264477,0.107885695,0.075559734,0.068977459,0.05997408,0.061440613,0.068170424,-0.006729811,15.72,1.962
2015,316,0,0.0604735,0.045574842,0.05081449,0.039453471,0.058895352,0.061789113,0.106820062,0.07531892,0.068580933,0.059904643,0.060545833,0.067934832,-0.007388999,23.51,3.597
2015,317,0,0.057881733,0.04479146,0.050340436,0.03925428,0.056975375,0.05978892,0.105547534,0.075010248,0.06815853,0.059822173,0.059225677,0.06766365,-0.008437973,25.58,9.52
2015,318,0,0.055436035,0.044190099,0.049814456,0.039016604,0.055333275,0.058002856,0.104309154,0.074824161,0.067758048,0.059741688,0.05801464,0.067441299,-0.009426659,25.9,8.08
2015,319,2.794,0.053355912,0.043716404,0.049269426,0.038997695,0.061255521,0.065209217,0.102924215,0.074688721,0.067553721,0.059647437,0.059246913,0.067296626,-0.008049714,20.56,9.92
2015,320,5.588,0.066357593,0.046086756,0.050686998,0.039218524,0.082026548,0.088727604,0.103109767,0.074654853,0.06741778,0.059542941,0.068030541,0.067205191,0.00082535,16.01,2.618
2015,321,0,0.068720713,0.049618313,0.053284978,0.039519389,0.085976513,0.098434787,0.10811483,0.074535594,0.067171275,0.0595384,0.071952789,0.067081756,0.004871033,12.84,0.356
2015,322,0,0.065946978,0.049465466,0.053358223,0.039491482,0.082048781,0.094371732,0.110494629,0.074334464,0.066847374,0.05953177,0.070739613,0.066904536,0.003835077,17.29,2.128
2015,323,0,0.064151593,0.04894512,0.053151897,0.039464621,0.078626232,0.089979305,0.111566528,0.074166081,0.066524434,0.059487493,0.069412185,0.066726003,0.002686182,25.7,3.829
2015,324,0,0.062331323,0.048336388,0.052775089,0.039431805,0.075260624,0.085598888,0.111745062,0.073985598,0.066179834,0.059397622,0.067925597,0.066521018,0.001404579,25.56,8.31
2015,325,0,0.060540681,0.04774822,0.052296112,0.039363437,0.071903443,0.080924231,0.111251084,0.073866888,0.065935789,0.059275829,0.066289601,0.066359502,-6.99004E-05,26.24,8.87
2015,326,0,0.058437956,0.047078595,0.051698082,0.039290558,0.068350042,0.075691183,0.1102221,0.07378111,0.065742654,0.059201454,0.064395502,0.066241739,-0.001846237,25.28,12.73
2015,327,0,0.056206671,0.046495693,0.051011112,0.039198256,0.065497436,0.071777799,0.108918572,0.073725629,0.065599772,0.059183106,0.062729363,0.066169503,-0.00344014,27.25,11.02
2015,328,0,0.054036713,0.046004216,0.050429264,0.039068402,0.063443808,0.06872808,0.107380702,0.073758678,0.065451827,0.059108926,0.061298741,0.066106477,-0.004807736,25.69,9.24
2015,329,0.762,0.051552029,0.045490865,0.049905593,0.039021218,0.060789359,0.066429054,0.10609632,0.073713482,0.065417394,0.059050311,0.059897777,0.066060396,-0.006162619,23.85,13.13
2015,330,0,0.049748517,0.045377188,0.04947176,0.039019642,0.061865854,0.067166227,0.104341671,0.073710561,0.065388523,0.058937469,0.059570123,0.066012184,-0.006442062,19.32,5.871
2015,331,0,0.049209381,0.045250905,0.049133214,0.0390052,0.062159595,0.065520548,0.103016263,0.073751279,0.065292733,0.058889669,0.059042158,0.065977894,-0.006935736,17.55,1.375
2015,332,0,0.048615751,0.045166827,0.048764426,0.039088591,0.061499275,0.064323619,0.102353179,0.073622013,0.065128323,0.058782478,0.058544524,0.065844271,-0.007299747,17.25,-0.167
2015,333,0,0.047959971,0.044956911,0.048460185,0.039109162,0.060606217,0.063341315,0.101958353,0.073465979,0.064994019,0.058758559,0.058056016,0.065739519,-0.007683503,16.12,0.267
2015,334,0,0.047476199,0.044881326,0.048088653,0.039161635,0.06001472,0.062488726,0.101457033,0.073347385,0.064908475,0.058809399,0.057652613,0.06568842,-0.008035807,15.21,-2.231
2015,335,0,0.047060597,0.044725192,0.047725074,0.039259094,0.059276046,0.061775172,0.101196379,0.073170867,0.064781391,0.058792759,0.057288222,0.065581672,-0.00829345,15.78,-0.158
2015,336,0,0.046285162,0.044426074,0.04730391,0.039206009,0.058215845,0.060982726,0.10077003,0.073028336,0.064606667,0.058780698,0.056741394,0.0654719,-0.008730506,2.642,0.989
2015,337,0,0.045068109,0.043824109,0.046697964,0.039119158,0.056732444,0.059883733,0.100417479,0.072957063,0.064424422,0.05875202,0.055963285,0.065377835,-0.00941455,24.43,8.75
2015,338,0,0.043916282,0.043243151,0.045948766,0.038973785,0.055052359,0.05859483,0.100011903,0.072899803,0.064244511,0.058698855,0.055105868,0.065281057,-0.010175189,25.51,8.54
2015,339,0,0.042885162,0.042665178,0.045065183,0.038823715,0.053550687,0.057244739,0.099444737,0.072859287,0.064142654,0.058608829,0.054239914,0.06520359,-0.010963676,22.75,8.82
2015,340,0,0.042220989,0.04222135,0.044203375,0.038677134,0.052406983,0.056139312,0.098881289,0.072860087,0.064043096,0.058521874,0.053535776,0.065141686,-0.01160591,26.01,7.471
2015,341,0,0.041355653,0.041676241,0.043215376,0.038602872,0.050787396,0.054623148,0.09817841,0.072868566,0.064020544,0.058429372,0.052634157,0.06510616,-0.012472004,24.2,9.53
2015,342,0,0.041225879,0.041355034,0.042460988,0.038534324,0.050519487,0.054056992,0.097466153,0.072870906,0.06386983,0.05842968,0.052231265,0.065056805,-0.01282554,24.77,7.584
2015,343,0,0.04080085,0.040902922,0.041692392,0.038418663,0.049485364,0.053087079,0.096897116,0.072848825,0.063775608,0.058398946,0.051612055,0.065007793,-0.013395738,25.25,8.73
2015,344,0,0.040288811,0.040452541,0.041009365,0.038344219,0.048450978,0.05198458,0.09629436,0.072785687,0.063749554,0.058260485,0.050974979,0.064931909,-0.01395693,26.78,10.38
2015,345,0,0.04002841,0.040133085,0.040361105,0.038244372,0.047537338,0.051144909,0.095593303,0.072785715,0.063595358,0.058299932,0.050434646,0.064893668,-0.014459022,23.29,11.14
2015,346,23.876,0.085515816,0.110380506,0.096746422,0.06832035,0.092719046,0.106319831,0.135560967,0.072762052,0.063665483,0.05821599,0.099366134,0.064881175,0.034484959,11.01,1.364
2015,347,0,0.085255813,0.109016851,0.104954911,0.07099317,0.094193411,0.109687771,0.147821299,0.072646439,0.063644443,0.058119069,0.10313189,0.064803317,0.038328572,14.49,-0.303
2015,348,8.89,0.091402125,0.110653874,0.105392943,0.07210163,0.098492061,0.114884558,0.155146492,0.072520766,0.063597266,0.058196826,0.106867669,0.064771619,0.04209605,12.24,-0.672
2015,349,0.254,0.096165788,0.117921493,0.11038156,0.083290178,0.098388651,0.115831203,0.161818918,0.072354762,0.063540466,0.05816317,0.111971113,0.064686133,0.04728498,9.75,-2.325
2015,350,0,0.09435936,0.111063672,0.104770889,0.085001686,0.094472195,0.109866152,0.154612898,0.072175924,0.063441182,0.058208811,0.107735265,0.064608639,0.043126626,9.28,-3.431
2015,351,0,0.093542079,0.106631705,0.102266991,0.086451133,0.092422078,0.106573721,0.150658606,0.072119858,0.063345763,0.058217688,0.105506616,0.064561103,0.040945513,12.22,-3.685
2015,352,0,0.092935773,0.103019365,0.100317752,0.086437882,0.091144471,0.104763049,0.147755443,0.072095034,0.063253441,0.058246671,0.103767677,0.064531715,0.039235961,21.56,0.733
2015,353,0,0.092447558,0.099943953,0.098478321,0.084968622,0.089566995,0.102568109,0.144740284,0.072118121,0.063181792,0.058243566,0.101816263,0.064514493,0.03730177,19.79,9.09
2015,354,0,0.091830595,0.09688026,0.096500157,0.082995768,0.087523043,0.099586316,0.14203583,0.072272224,0.063109161,0.058142225,0.09962171,0.06450787,0.03511384,15.69,4.999
2015,355,0,0.091174233,0.094272552,0.094521535,0.080900347,0.086017943,0.097311543,0.139796234,0.072372387,0.062985997,0.058025244,0.097713484,0.06446121,0.033252274,18.14,2.554
2015,356,0,0.09061956,0.092338207,0.092807957,0.079079711,0.084864951,0.095699369,0.138071651,0.07254904,0.062997496,0.057985726,0.096211629,0.064510754,0.031700875,15.26,3.736
2015,357,0,0.090054598,0.090090212,0.091226259,0.077377114,0.082874388,0.093216147,0.136081618,0.072800238,0.06301337,0.057834706,0.094417191,0.064549438,0.029867753,17.38,9.03
2015,358,0,0.089329103,0.087933832,0.089498588,0.075692138,0.08091127,0.090287704,0.134192934,0.073158277,0.062989373,0.057855153,0.092549367,0.064667601,0.027881766,18.42,6.748
2015,359,0,0.088526161,0.086114319,0.087744618,0.074040408,0.079330162,0.087799594,0.132689647,0.073537572,0.062914391,0.057808637,0.09089213,0.064753533,0.026138597,15.76,4.653
2015,360,0,0.08752703,0.08446449,0.086012561,0.072615696,0.078003508,0.085298713,0.131349406,0.073969687,0.062974689,0.057801207,0.089324486,0.064915194,0.024409292,6.116,-3.494
2015,361,0,0.086698537,0.083276576,0.084537025,0.071427672,0.076573669,0.082837683,0.130548695,0.074363527,0.062998823,0.057802315,0.087985694,0.065054888,0.022930805,9.36,-4.356
2015,362,0,0.085974793,0.081909199,0.083424721,0.070478053,0.075495798,0.081333689,0.129519294,0.074650628,0.06293348,0.057826782,0.086876507,0.065136963,0.021739543,14.46,-1.294
2015,363,0,0.085317557,0.081020051,0.082384989,0.069722718,0.074485486,0.079889161,0.128499642,0.075070221,0.062903082,0.05781301,0.085902801,0.065262104,0.020640696,10.13,-0.383
2015,364,0,0.084589581,0.079911768,0.081457313,0.068907292,0.073797748,0.078569089,0.127382101,0.075436982,0.0628391,0.057836289,0.084944985,0.06537079,0.019574194,13.96,-1.855
2015,365,0,0.083737111,0.078799952,0.08051698,0.068179581,0.072838451,0.077275295,0.126394388,0.075756234,0.062774382,0.057804068,0.083963108,0.065444895,0.018518213,16.28,0.701
2016,1,0,0.082972801,0.077761963,0.079736233,0.067531863,0.071779496,0.075855632,0.125395707,0.076110831,0.062766985,0.057742582,0.083004814,0.065540133,0.017464681,20.06,1.105
2016,2,0,0.081980018,0.076583936,0.078899656,0.066858593,0.070372934,0.074306957,0.124249718,0.076462861,0.062738566,0.057747222,0.081893116,0.06564955,0.016243566,19.98,7.629
2016,3,0,0.080849824,0.075385135,0.078010541,0.066154444,0.068963515,0.072620674,0.123043514,0.076877061,0.062744632,0.057649909,0.080718236,0.065757201,0.014961035,21.03,8.53
2016,4,25.654,0.094123624,0.097302805,0.090465581,0.08257191,0.085339458,0.093945377,0.141177053,0.077340647,0.062729167,0.057649049,0.097846544,0.065906287,0.031940257,15.51,6.427
2016,5,0.254,0.10766799,0.122714982,0.114879897,0.116918517,0.099082248,0.115320564,0.162560971,0.082833621,0.062763506,0.057594351,0.119877881,0.067730493,0.052147389,14.9,4.868
2016,6,5.08,0.108667999,0.122311656,0.114875595,0.111315462,0.099935193,0.116089058,0.159883814,0.110209594,0.062819698,0.057481168,0.119011254,0.07683682,0.042174434,13.37,4.848
2016,7,10.922,0.111432766,0.125820982,0.116640408,0.11344504,0.103063786,0.119732696,0.163892124,0.126335992,0.062815955,0.057372852,0.122003972,0.082174933,0.039829039,11.33,0.559
2016,8,0,0.11407757,0.129345196,0.119846803,0.120705393,0.102125116,0.119061442,0.166859405,0.13567047,0.063062069,0.057394768,0.124574418,0.085375769,0.039198649,9.73,3.186
2016,9,0,0.109397504,0.1182063,0.113822256,0.11281647,0.096873628,0.1115128,0.155156258,0.135775487,0.078103279,0.057452685,0.116826459,0.090443817,0.026382642,11.13,-0.146
2016,10,0,0.107598701,0.113388056,0.110768207,0.108024328,0.094221408,0.10798856,0.150077273,0.13263614,0.09895187,0.057366859,0.113152362,0.096318289,0.016834072,10.39,-0.005
2016,11,0,0.106475851,0.109745805,0.108572597,0.104672591,0.092260266,0.104894493,0.146575869,0.130073674,0.109746641,0.057421057,0.110456782,0.099080457,0.011376325,11.4,-0.714
2016,12,0,0.105654389,0.10707955,0.106890711,0.101895571,0.090128241,0.101943995,0.14406344,0.128212032,0.112377181,0.05734512,0.108236557,0.099311444,0.008925113,17.99,-0.541
2016,13,0,0.105072305,0.104678299,0.105373599,0.099611531,0.088266331,0.099228376,0.141886889,0.126512129,0.113156594,0.057378194,0.106302476,0.099015639,0.007286836,19.46,1.293
2016,14,0,0.104476228,0.102504556,0.10402806,0.097567022,0.086304807,0.096455909,0.139757501,0.125261715,0.113232916,0.057315145,0.104442012,0.098603259,0.005838753,17.17,2.777
2016,15,0,0.103979238,0.101050012,0.102660152,0.095658656,0.084432768,0.09375883,0.138054848,0.12400359,0.113178207,0.057462579,0.102799215,0.098214792,0.004584423,15.67,2.851
2016,16,0,0.103619281,0.099401985,0.101676887,0.094008755,0.082641298,0.090969153,0.13629252,0.123030854,0.112922613,0.058048748,0.101229983,0.098000738,0.003229244,15.24,1.835
2016,17,0,0.103199602,0.097586768,0.100496437,0.092407903,0.080788673,0.088284208,0.134438533,0.122176348,0.112714586,0.058839512,0.099600303,0.097910149,0.001690155,19.57,2.123
2016,18,0,0.102836553,0.096075033,0.099308109,0.090857695,0.078965641,0.085830958,0.132852468,0.121289502,0.11240822,0.059943569,0.098103779,0.09788043,0.000223349,22.97,4.809
2016,19,0,0.10247614,0.094455485,0.098219914,0.089277354,0.077243457,0.083256864,0.131284741,0.120548972,0.11210939,0.061395703,0.096601993,0.098018022,-0.001416028,21.88,4.714
2016,20,0,0.101870427,0.092747548,0.096947219,0.087677847,0.075568831,0.080681532,0.129806904,0.119959313,0.111742513,0.062802018,0.095042901,0.098167948,-0.003125047,20.49,4.094
2016,21,0,0.101162558,0.091250835,0.095648602,0.08605563,0.074143285,0.078442751,0.128444528,0.119419892,0.111375324,0.064064678,0.093592598,0.098286631,-0.004694033,21.09,4.548
2016,22,0,0.100318344,0.089563562,0.094335576,0.084511289,0.072634452,0.076503438,0.127215832,0.118878194,0.111035742,0.06518951,0.092154642,0.098367815,-0.006213173,23.62,6.69
2016,23,0,0.099426423,0.087728702,0.092903636,0.083004063,0.070766755,0.074468355,0.125865805,0.118434151,0.110720512,0.066142886,0.09059482,0.098432516,-0.007837696,26.12,9.54
2016,24,0,0.098084845,0.086234622,0.091379108,0.08141921,0.069537166,0.072503667,0.124533505,0.117930992,0.110434267,0.06707055,0.089098875,0.098478603,-0.009379729,18.02,2.906
2016,25,0,0.096569583,0.085051635,0.089960742,0.079938019,0.068792637,0.071241501,0.123529796,0.117428189,0.110260095,0.067877472,0.08786913,0.098521919,-0.010652788,14.47,2.347
2016,26,0,0.09509286,0.083731703,0.088655067,0.078630743,0.068091288,0.070096317,0.122518212,0.117052672,0.110015925,0.068653413,0.086688027,0.098574003,-0.011885976,16.08,0.901
2016,27,0,0.093760064,0.082282255,0.087302388,0.077402832,0.066756356,0.06888142,0.1215282,0.116714795,0.109715992,0.069501104,0.085416217,0.098643964,-0.013227747,19.62,5.876
2016,28,0,0.092331116,0.080743048,0.086006754,0.076266818,0.065515673,0.067607685,0.120539732,0.116426948,0.109440452,0.070253447,0.084144404,0.098706949,-0.014562545,21.72,3.371
2016,29,0,0.090821589,0.07921236,0.084674201,0.075123738,0.064254232,0.066340608,0.119592294,0.116093915,0.10916384,0.07097762,0.082859861,0.098745125,-0.015885265,22.29,4.111
2016,30,0,0.088987195,0.077553665,0.083295062,0.074027063,0.062657955,0.064944018,0.118584998,0.115808782,0.108904515,0.071735886,0.081435708,0.098816395,-0.017380687,22.82,7.587
2016,31,0,0.086902101,0.075781873,0.08184734,0.072825493,0.060404367,0.063077506,0.117431895,0.11543687,0.108595604,0.072511694,0.079752939,0.098848056,-0.019095117,21.72,13.49
2016,32,5.08,0.105123069,0.082322051,0.084052983,0.071677694,0.084978677,0.090258636,0.117781778,0.115134437,0.108365334,0.073279678,0.090884984,0.098926483,-0.008041499,13.77,1.618
2016,33,0,0.101190863,0.08579365,0.086396942,0.071126246,0.087535589,0.096189571,0.121877643,0.11488648,0.10802269,0.073905344,0.092872929,0.098938172,-0.006065242,8.05,-2.625
2016,34,0,0.098163314,0.085271258,0.085771427,0.070888994,0.083600997,0.092336569,0.123522385,0.114734214,0.10787246,0.074692362,0.091364992,0.099099679,-0.007734687,9.98,-3.132
2016,35,0,0.096171144,0.084156559,0.085111095,0.070747496,0.080697507,0.088821989,0.124008551,0.114505257,0.107719392,0.075516074,0.089959192,0.099246908,-0.009287716,15.15,-0.793
2016,36,0,0.094797931,0.0829388,0.084356657,0.07053922,0.078074547,0.085496761,0.123816513,0.114326563,0.10754524,0.076265053,0.088574347,0.099378952,-0.010804605,16.17,-0.024
2016,37,0,0.093576252,0.081507455,0.083639141,0.070239776,0.07507711,0.081677726,0.123161901,0.114080189,0.107343807,0.076962405,0.086982766,0.099462133,-0.012479367,22.53,7.562
2016,38,0,0.092347131,0.080165955,0.082757202,0.069734567,0.072607267,0.078049682,0.122262982,0.113894224,0.107157915,0.077625355,0.085417827,0.099559165,-0.014141338,20.66,2.956
2016,39,0,0.090826475,0.078326124,0.081746888,0.069198058,0.069832623,0.07503958,0.121331884,0.113651965,0.106903689,0.078308038,0.083757376,0.099621231,-0.015863855,25.09,10.09
2016,40,0,0.088599388,0.075554745,0.080321908,0.068315698,0.066666113,0.071653559,0.119971688,0.113349597,0.106760174,0.078865637,0.0815833,0.099658469,-0.018075169,26.2,14.87
2016,41,0,0.085797848,0.072381398,0.078422545,0.067177439,0.063834224,0.068366784,0.118475292,0.112998424,0.106475309,0.079440499,0.079207933,0.099638078,-0.020430145,27.54,11.72
2016,42,0,0.082744501,0.069523363,0.0763719,0.065824591,0.061821603,0.065592267,0.116923823,0.112915617,0.106219155,0.080034785,0.076971721,0.099723186,-0.022751465,26.98,10.53
2016,43,0,0.079661653,0.067004738,0.074275184,0.064331012,0.059738468,0.06307346,0.115286428,0.112845894,0.105932016,0.080609628,0.074767278,0.099795846,-0.025028568,28.17,10.47
2016,44,0,0.076523348,0.064793071,0.072093554,0.062770795,0.057421935,0.060533154,0.113541121,0.112724909,0.105694584,0.081241934,0.072525282,0.099887142,-0.02736186,28.08,10.84
2016,45,0,0.073471321,0.063093106,0.070036003,0.061154086,0.055375974,0.058226667,0.111644212,0.112604797,0.105488242,0.08184095,0.070428767,0.099977996,-0.029549229,25.27,9.32
2016,46,0,0.070702004,0.061747422,0.068126477,0.059592662,0.05338592,0.056030857,0.109811791,0.112415522,0.105309949,0.082423,0.068485305,0.10004949,-0.031564186,26.71,9.39
2016,47,0,0.068030323,0.060541768,0.066302239,0.05806124,0.051475965,0.053992731,0.108100017,0.1122734,0.105142372,0.082998933,0.066643469,0.100138235,-0.033494766,29.29,8.7
2016,48,0,0.065114833,0.059146685,0.06440614,0.056374647,0.04913045,0.051563076,0.106392898,0.112037298,0.104975319,0.083668322,0.064589819,0.10022698,-0.035637161,29.91,13.32
2016,49,0,0.062212191,0.058166803,0.062730555,0.054952484,0.047245938,0.049371674,0.104674676,0.111840414,0.104796013,0.084198154,0.062764903,0.100278193,-0.03751329,26.98,11.94
2016,50,0,0.059664443,0.057764502,0.061640863,0.054094844,0.046199624,0.04758959,0.103121597,0.111637614,0.104678053,0.084719317,0.061439352,0.100344995,-0.038905643,24.75,13.4
2016,51,0,0.057677857,0.057111941,0.060477241,0.053112832,0.04536258,0.046411465,0.101999464,0.111411866,0.104570038,0.085251681,0.060307626,0.100411195,-0.04010357,25.65,9.93
2016,52,0,0.055277806,0.055868855,0.058926037,0.05193036,0.04376465,0.044433608,0.100746588,0.111182539,0.104405255,0.085803076,0.058706843,0.100463623,-0.04175678,25.73,9.97
2016,53,0,0.053381547,0.055003624,0.057521273,0.050940174,0.04303806,0.043082048,0.09951479,0.110926171,0.104251348,0.086291386,0.057497359,0.100489635,-0.042992276,22.81,7.92
2016,54,0,0.051953426,0.054417428,0.056368402,0.05019972,0.042541831,0.042055138,0.09842074,0.110615932,0.104125058,0.086741948,0.056565241,0.100494313,-0.043929072,18.95,4.613
2016,55,0,0.050618726,0.053913337,0.055354772,0.049714287,0.041526624,0.040980298,0.097620458,0.110286624,0.103869699,0.087161832,0.0556755,0.100439385,-0.044763885,23.01,6.36
2016,56,0,0.049157119,0.05302806,0.054064825,0.049120761,0.040483415,0.039839479,0.096859959,0.109895321,0.103627909,0.087549526,0.054650517,0.100357585,-0.045707068,27.44,6.889
2016,57,0,0.047447858,0.051812939,0.052435195,0.048301872,0.038831081,0.038294454,0.09597826,0.109539141,0.103355703,0.087950297,0.053300237,0.100281714,-0.046981477,28.73,9.11
2016,58,0,0.045860375,0.050547171,0.050671603,0.047473744,0.037355437,0.036748124,0.094922871,0.10914721,0.10309575,0.088219887,0.051939904,0.100154282,-0.048214379,28.54,10.45
2016,59,0,0.044557787,0.049453503,0.049017121,0.046786261,0.036323231,0.035552534,0.093829437,0.108795714,0.102920232,0.088536697,0.050788553,0.100084215,-0.049295661,26.31,10.2
2016,60,0,0.043394905,0.048375273,0.047461417,0.046125916,0.035289113,0.034532981,0.092859491,0.108376433,0.102586754,0.088755284,0.049719871,0.099906157,-0.050186286,25.92,11.23
2016,61,0,0.042430433,0.04732002,0.046057342,0.045505672,0.03445706,0.033665169,0.091931979,0.107903868,0.102373825,0.088931082,0.048766811,0.099736258,-0.050969447,27.43,11.79
2016,62,0,0.041525205,0.046219547,0.044659493,0.044880568,0.033560784,0.03268925,0.091739339,0.107344533,0.102045005,0.089052671,0.047896312,0.099480736,-0.051584424,28.13,11.74
2016,63,0,0.040712985,0.045224959,0.043378259,0.044304329,0.032730105,0.031793147,0.091009046,0.106755014,0.101710845,0.089156874,0.047021833,0.099207578,-0.052185745,29.73,12.43
2016,64,0,0.039834216,0.044235634,0.042136087,0.043762783,0.031729023,0.030727001,0.090128539,0.106048614,0.101295348,0.089209504,0.046079041,0.098851155,-0.052772115,29.87,12.58
2016,65,0,0.03898733,0.043268865,0.040901917,0.043244947,0.030870326,0.029783887,0.089164541,0.105316388,0.100811045,0.0892788,0.045174545,0.098468744,-0.0532942,27.45,12.84
